A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
243,Cf,98,14480.0,246.0,7290.0,181.0,7418.0,100.0,-8326.0,223.0,-1103.0,181.0,-11883.0,314.0,145,1.4795918367346939,16,19,0,,6468.0,47,14.48
216,Ra,88,12943.9103,9.5536,6966.8119,12.0827,9525.7696,7.3754,-7007.0707,13.6126,-2828.5149,9.9342,-10810.402,14.7595,128,1.4545454545454546,6,2,0,,7311.8466,40,12.943910299999999
96,Y,39,12121.1494,8.8095,24345.1368,6.4049,-5982.4522,8.6254,7272.8444,6.0749,-19728.6498,21.1367,-741.3637,6.1369,57,1.4615384615384615,11,7,0,,5193.3668,18,12.1211494
8,Li,3,9283.712,0.0474,35507.8621,254.1268,-6100.2403,100.0,-1975.7645,1.001,-35478.0,1004.0,-2894.5112,0.085,5,1.6666666666666667,1,3,0,,2032.6182,2,9.283712
89,Se,34,8708.9018,4.3452,29980.0,300.0,-8293.8875,5.2693,17543.3961,4.301,-26762.0,400.0,3652.2508,4.8901,55,1.6176470588235294,6,5,0,,3179.5133,21,8.7089018
84,Kr,36,17990.1863,0.0043,19423.3924,0.4659,-7104.7739,0.9468,-1789.765,1.2432,-14387.7732,3.036,-11440.0239,2.3287,48,1.3333333333333333,8,-2,0,,10520.02,12,17.9901863
224,U,92,14672.7796,54.184,6038.2906,18.2971,8628.2368,6.7512,-9538.0,300.0,-931.6826,17.1326,-12987.2104,84.2557,132,1.434782608695652,10,6,0,,8373.9058,40,14.6727796
61,Cu,29,21768.2444,1.0401,14332.1668,0.9803,-5063.3206,1.0408,-14849.4003,37.9997,-7622.5962,0.9829,-15880.9106,1.0494,32,1.103448275862069,1,4,0,,11710.1184,3,21.7682444
208,Ra,88,17980.3156,20.0822,3717.0903,12.3961,7273.1333,5.0982,-14960.1076,33.114,3073.7043,10.1929,-17489.6127,56.967,120,1.3636363636363635,6,-6,0,,9857.3723,32,17.9803156
53,K,19,5922.9015,112.5375,41164.0,708.0,-15460.0,415.0,26473.8324,113.1718,-41944.0,708.0,13899.2313,111.7813,34,1.7894736842105263,-1,6,0,,3229.4117,15,5.9229015
250,Cm,96,10545.7962,10.0,,,5169.8993,17.9913,1819.2517,10.3541,,,-4928.0633,10.3278,154,1.6041666666666667,14,28,0,,5832.4263,58,10.5457962
120,Ba,56,22832.0,361.0,5387.5236,300.345,1733.3129,300.4477,-19159.0,583.0,2616.8685,300.345,-21940.0,424.0,64,1.1428571428571428,6,14,0,,12369.8705,8,22.832
125,Xe,54,18093.7391,9.5656,12606.3251,0.4312,-1081.166,25.8041,-7530.3848,11.0829,-3964.1901,0.4206,-13529.6184,9.2597,71,1.3148148148148149,4,-11,0,,7603.2739,17,18.0937391
195,Bi,83,18283.6393,9.2379,5126.2903,8.5398,5832.4683,5.1049,-14555.2675,10.9353,1622.96,14.9391,-15092.2677,13.9515,112,1.3493975903614457,1,-14,0,,10073.8648,29,18.283639299999997
138,Cs,55,12690.8092,9.3448,17919.7456,16.8872,-1268.5042,10.3665,3626.38,9.1645,-13819.7307,12.4161,-3236.9453,9.1584,83,1.509090909090909,5,1,0,,4412.5739,28,12.6908092
211,Bi,83,9743.1634,5.4546,12792.2656,8.0377,6750.4042,0.4611,-211.9249,5.9445,-9901.0916,12.7533,-3977.3744,5.4063,128,1.5421686746987953,1,2,0,,5138.5294,45,9.7431634
210,Po,84,14626.4887,1.2791,8782.4828,0.1298,5407.5307,0.0713,-6348.2957,4.6592,-5627.4572,1.3411,-11140.6047,4.7701,126,1.5,2,0,1,,7658.3631,42,14.6264887
146,Eu,63,17641.0646,12.3033,10279.4287,6.4848,1599.0169,24.3421,-9353.959,45.2374,-3139.0679,6.4351,-12262.2954,20.6114,83,1.3174603174603174,13,1,0,,7197.397,20,17.6410646
50,Co,27,35462.0,516.0,2870.7013,125.93,-7596.5711,152.7025,,,12741.5513,125.7712,-34190.0,613.0,23,0.8518518518518519,-1,3,0,,15881.0,-4,35.462
158,Pm,61,11081.9316,1.4831,22234.778,1.3557,-3671.4565,100.0092,8164.3185,2.2177,-17960.3082,3.2891,-499.8073,4.5215,97,1.5901639344262295,11,15,0,,4880.345,36,11.0819316
219,Ac,89,13275.404,52.677,7323.0518,51.8544,8826.4999,50.9902,-7013.6702,86.6517,-2778.8579,51.6156,-8868.5117,52.5371,130,1.4606741573033708,7,4,0,,7352.6098,41,13.275404
243,U,92,9860.0,358.0,,,3555.0,500.0,4725.0,300.0,,,-3008.0,361.0,151,1.641304347826087,10,25,0,,4211.0,59,9.86
140,Te,52,6814.0906,14.8678,25435.0,400.0,-2622.0,201.0,16619.0122,14.5649,-24346.0,400.0,4032.1965,14.925,88,1.6923076923076923,2,6,0,,4233.687,36,6.8140906
283,Rg,111,12096.0,1029.0,7598.0,905.0,9370.0,100.0,-5183.0,807.0,-3364.0,812.0,-7517.0,872.0,172,1.5495495495495495,-15,46,0,,6433.0,61,12.096
171,Er,68,12939.2952,1.4124,16699.7547,300.6661,-231.2871,4.2457,1588.9958,1.408,-11297.0,200.0,-5993.8263,1.7951,103,1.5147058823529411,-14,21,0,,5681.6265,35,12.9392952
231,Th,90,11912.3427,2.2135,13324.0943,15.4887,4213.431,1.5514,9.8589,2.4846,-7989.4663,10.3679,-6429.0505,2.8401,141,1.5666666666666667,8,15,0,,5118.0192,51,11.9123427
124,Sn,50,14434.1586,2.402,22197.0333,2.6477,-6699.026,3.9507,2292.6663,0.3885,-18106.2632,2.9971,-7079.903,0.4053,74,1.48,0,-8,1,,8488.1109,24,14.4341586
64,Zn,30,20978.5655,0.7833,13835.5202,0.6449,-3955.6904,0.6596,-11688.5149,3.7812,-7780.0974,0.6447,-17528.2362,1.4543,34,1.1333333333333333,2,6,0,,11861.9068,4,20.978565500000002
268,Mt,109,14665.0,252.0,3531.0,284.0,10768.0,151.0,,,3097.0,351.0,-12800.0,309.0,159,1.4587155963302751,-17,33,0,,6711.0,50,14.665
36,Ca,20,37484.0,303.0,2650.8155,40.0001,-6675.7297,40.0391,,,9307.1515,40.0058,-41622.0,402.0,16,0.8,0,-4,1,,19713.0,-4,37.484
156,Ho,67,17041.6606,39.2779,9959.6383,59.3919,2753.9849,55.4572,-8703.9859,40.9883,-1576.9346,39.6385,-11400.5489,38.8834,89,1.328358208955224,-15,7,0,,7569.9221,22,17.0416606
105,Y,39,8255.0,400.0,31988.0,565.0,-10427.0,400.0,19346.0,400.0,-30409.0,640.0,7076.0,400.0,66,1.6923076923076923,11,16,0,,4561.0,27,8.255
229,Am,95,16142.0,227.0,4976.5467,131.2872,8137.3999,54.0015,,,1066.0,146.0,,,134,1.4105263157894736,13,8,0,,8741.0,39,16.142
7,H,1,-100.0,1000.0,,,,,34228.0,1004.0,,,23472.0,1004.0,6,6.0,-1,-2,0,,812.0,5,-0.1
150,Er,68,22494.9621,20.0158,4549.8683,19.2783,2298.6889,18.451,-19001.0,300.0,2573.6963,19.4744,-21962.0,201.0,82,1.2058823529411764,-14,0,1,,12161.0201,14,22.494962100000002
45,S,16,7288.0,300.0,42248.0,500.0,-18965.0,424.0,26430.0,300.0,-39940.0,583.0,9067.0,312.0,29,1.8125,-4,1,0,,2207.0,13,7.288
120,Ag,47,12240.3458,5.13,25342.6144,24.6447,-7340.6853,73.967,10076.2289,40.2596,-20117.6809,10.3325,254.1087,37.9597,73,1.553191489361702,-3,-9,0,,5077.0712,26,12.240345799999998
54,Fe,26,24065.1561,0.3756,15413.0495,0.3487,-8418.1672,0.3452,-16976.3035,4.6701,-8255.9689,0.3477,-21666.5575,1.6927,28,1.0769230769230769,-2,0,1,,13378.4501,2,24.0651561
140,Pr,59,17699.9965,11.7462,12750.761,6.156,-1073.6551,53.5245,-6474.1806,24.987,-4752.8172,6.147,-10740.6153,28.1965,81,1.3728813559322033,9,-1,0,,7928.8927,22,17.6999965
23,Al,13,36484.0,600.0,5645.0136,0.3473,-8606.2292,10.5408,,,4640.4916,0.369,-34963.0,500.0,10,0.7692307692307693,5,2,0,,19525.0,-3,36.484
147,I,53,6213.0,583.0,,,,,20720.0,300.0,,,8683.0,301.0,94,1.7735849056603774,3,12,0,,3731.0,41,6.213
28,Mg,12,14948.0381,0.2625,30079.0012,18.4306,-11493.219,0.5752,6472.8516,0.2608,-29359.8266,90.7706,-5894.4,0.2651,16,1.3333333333333333,4,-4,0,,8504.6694,4,14.9480381
25,Si,14,36265.0,500.0,5276.9459,10.0001,-9501.4448,10.0284,,,10471.9288,10.0,-38264.0,500.0,11,0.7857142857142857,6,3,0,,14989.182,-3,36.265
258,Md,101,11908.0,124.0,10072.0,100.0,7271.2827,1.857,-3092.0,102.0,-5002.0,411.0,-6628.0325,6.9596,157,1.5544554455445545,19,31,0,,5373.4402,56,11.908
262,No,102,11651.0,412.0,10242.0,565.0,7250.0,300.0,-2291.0,424.0,,,-7527.0,412.0,160,1.5686274509803921,20,34,0,,6425.0,58,11.651
111,Rh,45,13447.2561,7.9219,22598.9846,11.8516,-5978.8199,11.0534,5911.5761,7.0045,-18558.2785,11.7114,-2044.2846,6.8782,66,1.4666666666666666,-5,16,0,,7546.4963,21,13.4472561
181,Tm,69,9682.0,640.0,,,-1585.0,707.0,9358.0,516.0,,,1209.0,583.0,112,1.6231884057971016,-13,-14,0,,5341.0,43,9.682
226,Pu,94,15793.0,361.0,4691.0,201.0,8932.0,207.0,,,969.0,201.0,-14832.0,447.0,132,1.4042553191489362,12,6,0,,8742.0,38,15.793
206,Fr,87,17996.8035,37.1171,3949.5496,35.8786,6923.3316,3.4993,-14731.6126,70.7801,4448.6889,30.311,-15122.03,35.9442,119,1.367816091954023,5,-7,0,,8008.3607,32,17.996803500000002
25,O,8,3434.9766,205.1014,51420.0,1010.0,-20739.0,619.0,29364.5331,167.62,,,11713.1962,191.8132,17,2.125,0,-3,1,,-757.3077,9,3.4349766
145,Pm,61,14449.4783,2.0529,12777.2487,2.8724,2322.1114,2.8671,-3275.9821,3.707,-7805.8891,3.4845,-7373.1982,2.5373,84,1.3770491803278688,11,2,0,,7922.7078,23,14.4494783
182,Pt,78,17881.1813,16.4926,6390.1649,20.4591,4950.9069,5.047,-12591.5352,16.3345,92.5764,28.5219,-16368.5987,23.8853,104,1.3333333333333333,-4,22,0,,9858.2413,26,17.8811813
185,Au,79,17809.2983,9.7777,6233.9535,24.8094,5179.9695,4.5508,-12100.4051,20.8378,463.7344,28.0663,-13584.6807,9.885,106,1.3417721518987342,-3,-20,0,,9610.7538,27,17.8092983
251,Md,101,14356.8391,165.5094,6786.0,36.0,7963.4399,4.4721,-8863.0,201.0,-1548.0,102.0,-10671.0,201.0,150,1.4851485148514851,19,24,0,,7503.7096,49,14.356839099999998
278,Cn,112,13661.0,665.0,4275.0,701.0,11220.0,200.0,,,461.0,588.0,,,166,1.4821428571428572,-14,40,0,,7562.0,54,13.661
159,Hf,72,20140.0,201.0,4010.6361,20.0397,5225.092,2.6686,-17419.0,300.0,5868.0434,18.6077,-19806.0,201.0,87,1.2083333333333333,-10,5,0,,8821.5247,15,20.14
218,Th,90,14074.4262,15.2833,5502.6614,13.2021,9849.0906,9.1118,-9527.908,17.2753,-811.7599,12.6438,-12759.3193,16.3326,128,1.4222222222222223,8,2,0,,7910.3513,38,14.0744262
74,Cu,29,12365.8424,6.3046,30284.0,300.0,-11906.1651,12.5941,12043.4134,6.8382,-25326.0,300.0,1515.88,6.4239,45,1.5517241379310345,1,-5,0,,5090.0858,16,12.3658424
147,Eu,63,15695.7232,3.5906,10855.0471,3.1303,2991.137,3.1123,-6801.9376,8.3953,-5379.2219,4.6951,-9530.106,4.5023,84,1.3333333333333333,13,2,0,,8498.3262,21,15.6957232
163,Ta,73,19898.6948,45.201,4550.2267,47.2185,4749.0593,5.4915,-16532.3811,42.3343,3008.1542,84.1371,-16606.7352,41.9578,90,1.2328767123287672,-9,8,0,,10824.5473,17,19.8986948
153,Er,68,18343.0278,18.9066,6292.2359,9.657,4802.3924,1.404,-13307.0,200.0,2362.3102,10.1851,-16817.7214,54.8187,85,1.25,-14,3,0,,8037.7816,17,18.3430278
67,As,33,25792.812,84.7671,8507.6878,0.9065,-2465.0484,1.3772,-24058.0,300.0,-152.4746,1.1786,-22998.0,200.0,34,1.0303030303030303,5,6,0,,12633.4666,1,25.792812
150,Ce,58,10591.0746,16.1905,21879.8937,11.7913,-2405.5101,11.8299,8833.0884,11.75,-19305.2143,11.9641,-1878.8077,15.3071,92,1.5862068965517242,8,10,0,,6248.2602,34,10.5910746
145,Ba,56,9721.6139,10.8397,21891.2429,9.6719,-1743.7901,8.955,9550.8756,34.9441,-17932.8527,10.0022,-737.8413,15.4664,89,1.5892857142857142,6,7,0,,3820.3713,33,9.7216139
90,Kr,36,11410.6001,3.2052,25652.9984,3.8394,-6881.0001,3.1337,10991.6854,2.36,-23255.8321,4.1689,-1318.1788,5.7375,54,1.5,8,4,0,,6494.783,18,11.4106001
167,W,74,19374.5321,31.8302,5035.6416,33.6262,4751.1923,29.8826,-15594.3518,83.0262,4476.8059,33.6262,-18327.195,90.2019,93,1.2567567567567568,-8,11,0,,8277.0592,19,19.3745321
280,Cn,112,13330.0,729.0,5175.0,775.0,10690.0,200.0,,,-659.0,840.0,-11877.0,837.0,168,1.5,-14,42,0,,7438.0,56,13.33
171,Dy,66,10557.0,361.0,20698.0,447.0,-1659.0,200.0,7708.0,200.0,-16449.0,539.0,-1844.0,206.0,105,1.5909090909090908,16,-21,0,,4371.0,39,10.557
36,Na,11,1920.0,335.0,,,,,39952.0,703.0,,,22192.0,738.0,25,2.272727272727273,3,-3,0,,-0.0,14,1.92
82,As,33,14033.4624,5.0016,25459.695,4.714,-8826.2579,3.8735,7393.2492,3.8534,-19766.4368,4.951,-1787.7264,3.8549,49,1.4848484848484849,5,-1,0,,5643.4314,16,14.033462400000001
186,Os,76,14890.1025,0.888,11872.5211,0.8663,2821.1964,0.8748,-5135.5844,21.7587,-6901.1316,0.8671,-10735.7921,27.9552,110,1.4473684210526316,-6,-16,0,,8265.4416,34,14.890102500000001
127,Ce,58,21464.0,198.0,6888.31,30.8978,1250.7035,31.3126,-16069.0,301.0,3401.5984,31.4647,-19727.0,198.0,69,1.1896551724137931,8,-13,0,,9230.0967,11,21.464
164,Er,68,15750.9988,0.3291,12339.3458,0.1397,1304.9362,0.1698,-4930.4025,15.1109,-6850.6865,0.1318,-11285.4785,5.4722,96,1.411764705882353,-14,14,0,,8846.4785,28,15.7509988
83,Mo,42,31022.0,641.0,3393.0,411.0,-1995.0,500.0,,,9985.0,401.0,,,41,0.9761904761904762,-8,-9,0,,14041.0,-1,31.022
223,Po,84,8838.0,197.0,,,4034.0,445.0,6689.0,196.0,,,-1946.0,196.0,139,1.6547619047619047,2,13,0,,3479.0,55,8.838
266,Sg,106,13308.0,374.0,7035.0,436.0,8800.0,100.0,-7522.0,246.0,-2362.0,436.0,-10849.0,342.0,160,1.509433962264151,-20,34,0,,7248.0,54,13.308
169,Tb,65,10740.0,300.0,21288.0,500.0,-2176.0,300.0,8316.0,301.0,-18519.0,500.0,7.0,331.0,104,1.6,15,22,0,,5771.0,39,10.74
134,Eu,63,23743.0,500.0,2751.0,335.0,3244.0,361.0,,,8318.0,304.0,-21812.0,583.0,71,1.126984126984127,13,-11,0,,10636.0,8,23.743
197,Tl,81,16341.5659,17.5499,10365.103,13.6205,2625.6917,16.1083,-8667.0261,15.9284,-4504.4751,13.8936,-11077.3052,15.6013,116,1.4320987654320987,-1,-10,0,,8928.9414,35,16.3415659
233,U,92,13029.4766,3.1577,11474.6416,2.059,4908.6781,1.18,-3132.7245,54.2191,-5816.5699,2.1551,-8512.0,100.0,141,1.5326086956521738,10,15,0,,5761.6522,49,13.0294766
132,Ag,47,4645.0,656.0,,,-9485.0,583.0,28011.0,504.0,,,12740.0,501.0,85,1.8085106382978724,-3,3,0,,1721.0,38,4.645
153,Gd,64,14836.6598,2.8555,12884.4062,0.6332,1828.0382,0.7345,-3739.7474,3.9048,-5408.9378,0.2165,-10236.9584,40.0002,89,1.390625,14,7,0,,6246.9584,25,14.8366598
239,Pu,94,12646.0786,1.3191,11379.8554,0.5208,5244.5216,0.2066,-2558.7424,150.0674,-6008.4834,1.1871,-7904.5197,58.9009,145,1.5425531914893618,12,19,0,,5646.2465,51,12.646078600000001
121,Ag,47,11899.7083,19.0474,26157.9709,15.2776,-7930.9884,15.025,11431.7621,29.9739,-23072.0,201.0,1483.2164,12.6697,74,1.574468085106383,-3,-8,0,,6822.6371,27,11.8997083
41,Cl,17,13649.6097,68.7453,29110.4981,131.9536,-10736.0951,78.5045,8252.3572,68.7235,-26456.9733,108.2267,-338.6097,68.7235,24,1.411764705882353,-3,4,0,,7820.6912,7,13.649609700000001
19,N,7,8156.4598,22.228,42438.0088,204.7618,-15526.0403,26.6702,17343.7002,16.4037,-43225.3559,204.8228,8567.7533,16.4037,12,1.7142857142857142,-1,4,0,,5328.2305,5,8.1564598
78,Co,27,5803.0,860.0,,,,,29469.0,700.0,,,13959.0,806.0,51,1.8888888888888888,-1,1,0,,1482.0,24,5.803
104,Ru,44,15131.9648,2.4923,19112.84,8.6719,-4327.6506,2.4953,1299.3594,2.6853,-14430.4031,9.5551,-8135.3761,3.3633,60,1.3636363636363635,-6,10,0,,8899.9139,16,15.1319648
51,Co,27,33705.0,503.0,4300.163,48.4883,-7200.6861,57.8727,,,7995.769,48.4378,-31954.0,503.0,24,0.8888888888888888,-1,4,0,,17824.0613,-3,33.705
67,Mn,25,8756.0,200.0,36048.0,539.0,-14265.0,395.0,21741.0,200.0,-34570.0,539.0,8416.0,200.0,42,1.68,-3,-8,0,,4901.0,17,8.756
154,Tb,65,15582.0392,60.4316,11846.1488,45.304,2210.747,45.72,-5517.3283,46.0354,-4078.2112,45.3042,-9084.8281,45.4665,89,1.3692307692307693,15,7,0,,6914.4147,24,15.582039199999999
175,Ta,73,16154.7455,39.5199,10105.5807,27.9887,2994.8969,28.0068,-7120.3409,39.5199,-4127.3318,27.9887,-10252.8773,39.5199,102,1.3972602739726028,-9,20,0,,8739.1993,29,16.1547455
175,Au,79,20714.3056,44.7902,1713.1727,39.9778,6583.4278,2.7292,,,6093.2794,40.1625,-18833.9873,43.0832,96,1.2151898734177216,-3,14,0,,11417.0,17,20.7143056
60,Ni,28,20387.0081,0.0704,16895.9144,0.3103,-6290.9959,0.258,-10298.7732,0.4201,-11097.2568,0.3269,-16186.107,0.4004,32,1.1428571428571428,0,4,1,,11387.7284,4,20.3870081
276,Mt,109,12080.0,652.0,7028.0,786.0,10099.9999,10.0,-6074.0,824.0,-1757.0,802.0,-8425.0,632.0,167,1.5321100917431192,-17,41,0,,5525.0,58,12.08
192,Pt,78,15124.6578,2.52,12158.6423,2.4931,2423.86,2.5347,-4277.0443,15.7463,-7182.2574,2.4917,-10561.933,5.556,114,1.4615384615384615,-4,-12,0,,8661.5073,36,15.124657800000001
286,Cn,112,12108.0,1035.0,7588.0,860.0,9235.0,761.0,-5156.0,889.0,,,-9390.0,1044.0,174,1.5535714285714286,-14,48,0,,6708.0,62,12.108
243,Pu,94,11343.1902,2.4321,13020.0,196.0,4756.9774,2.576,572.6257,2.6363,-8154.0,201.0,-5784.7703,2.4392,149,1.5851063829787233,12,23,0,,5033.633,55,11.343190199999999
215,Th,90,17341.3102,11.1842,4002.0659,11.6845,7664.6478,3.9321,-13967.8784,104.3287,3539.722,8.2273,-16609.7792,81.455,125,1.3888888888888888,8,-1,0,,7844.8162,35,17.3413102
115,Cs,55,24078.0,103.0,3158.0,103.0,2829.0,103.0,,,5651.0,104.0,-21865.0,145.0,60,1.0909090909090908,5,10,0,,13085.0,5,24.078
188,Hg,80,17801.9285,13.4744,6911.846,22.7799,4709.2193,14.7636,-12387.3269,12.1795,-801.9608,25.006,-15825.0772,10.5279,108,1.35,-2,-18,0,,10151.1602,28,17.801928500000002
167,Gd,64,10392.5859,5.3734,21844.0,400.0,-2601.0362,9.018,9135.7191,6.5739,-17615.0,400.0,-1038.2723,5.4141,103,1.609375,14,21,0,,4476.1239,39,10.3925859
35,Al,13,7868.9837,10.1469,38581.7847,449.9718,-14894.677,15.7918,24634.0795,7.5918,-39192.8151,599.4616,11696.6363,7.4023,22,1.6923076923076923,5,2,0,,5297.429,9,7.868983699999999
79,Ni,28,6953.0,640.0,,,-15885.0,781.0,25272.0,500.0,,,8558.0,500.0,51,1.8214285714285714,0,1,1,,1352.0,23,6.953
154,Nd,60,11572.575,24.4979,21177.0,200.0,-3157.6554,11.7416,6875.9614,1.6588,-17959.0,200.0,-3002.917,9.1206,94,1.5666666666666667,10,12,0,,6320.5407,34,11.572575
62,Cu,29,20584.9171,1.6723,15715.0478,0.6041,-5365.1666,1.242,-10800.5214,0.6721,-7178.3356,0.872,-14509.9552,15.9067,33,1.1379310344827587,1,5,0,,8874.7986,4,20.5849171
232,Ra,88,10161.9867,13.7751,16251.0,200.0,2828.5731,19.9055,5050.2453,9.2607,-13342.0,300.0,-3337.2158,15.9313,144,1.6363636363636365,6,18,0,,5790.8509,56,10.1619867
250,Cf,98,12210.2512,5.1274,10800.3539,2.6846,6128.5082,0.1925,-2901.8569,7.9242,-6869.3309,2.6962,-8076.0,30.0,152,1.5510204081632653,16,26,0,,6623.7149,54,12.2102512
91,As,33,6112.0,500.0,,,-10055.0,640.0,24608.0,400.0,,,11229.0,518.0,58,1.7575757575757576,5,8,0,,3581.0,25,6.112
50,Ti,22,19081.5518,0.0316,21784.9418,0.0809,-10717.1735,2.2328,-1170.5034,0.0608,-17420.8358,0.1943,-11541.0287,0.8209,28,1.2727272727272727,2,0,1,,10939.1732,6,19.0815518
134,Cs,55,15881.1082,1.036,15765.6058,4.0655,-2379.8932,3.1537,-1672.5065,19.9296,-8322.8345,5.9019,-7408.9714,0.9921,79,1.4363636363636363,5,-3,0,,6891.5403,24,15.8811082
166,Ta,73,18957.6113,39.5199,6033.3467,39.5199,4309.063,80.0705,-14260.445,92.5607,3055.4963,38.5387,-15307.7821,38.0035,93,1.273972602739726,-9,11,0,,8321.2266,20,18.9576113
235,Pu,94,14012.1253,57.9272,9314.7069,20.5905,5951.4789,20.3469,-5831.0,104.0,-3251.5841,20.4992,-10351.0,161.0,141,1.5,12,15,0,,6238.958,47,14.0121253
148,Pm,61,13554.1525,6.9782,14770.3325,34.8173,1459.7956,6.1403,-568.3946,11.4275,-8710.7547,16.8163,-5671.1469,5.644,87,1.4262295081967213,11,5,0,,5895.2108,26,13.5541525
51,K,19,9046.5971,13.0659,37833.0,400.0,-15360.0,201.0,20734.8961,13.2816,-37504.0,400.0,9002.4553,13.1371,32,1.6842105263157894,-1,4,0,,4858.9221,13,9.046597100000001
34,P,15,16386.4614,0.8114,28027.2753,7.2181,-11109.5009,2.0983,-108.6158,0.8119,-23340.2905,7.0331,-6034.1613,0.8104,19,1.2666666666666666,-5,-1,0,,6282.6692,4,16.3864614
275,Rg,111,13633.0,599.0,3965.0,616.0,11870.0,300.0,,,856.0,584.0,,,164,1.4774774774774775,-15,38,0,,7288.0,53,13.633
101,In,49,23311.0,298.0,6410.3606,13.2384,-65.7903,16.7449,,,2304.097,12.6886,-19468.0733,240.2936,52,1.0612244897959184,-1,2,0,,12438.0733,3,23.311
67,Ge,32,22338.1308,4.8312,11339.6356,4.343,-2885.2049,4.5678,-16093.4239,67.2065,-1063.4604,4.273,-18719.9524,7.1374,35,1.09375,4,7,0,,9137.9954,3,22.3381308
62,Ti,22,6243.0,466.0,37778.0,806.0,-13094.0,640.0,28653.0,400.0,-38499.0,894.0,9906.0,464.0,40,1.8181818181818181,2,-10,0,,3901.0,18,6.243
176,Dy,66,8623.0,707.0,,,-3065.0,583.0,13020.0,641.0,,,1618.0,640.0,110,1.6666666666666667,16,-16,0,,4952.0,44,8.623
177,Hf,72,14541.6183,1.9859,12763.1309,1.4103,2245.5731,1.4103,-3179.0144,27.9804,-6678.3938,1.4104,-9586.684,30.7716,105,1.4583333333333333,-10,-21,0,,6375.6356,33,14.5416183
54,Ni,28,32861.0923,83.0337,5524.1586,4.6609,-7226.768,9.5903,-33576.0,217.0,4380.2004,4.9476,-34210.0,500.0,26,0.9285714285714286,0,-2,1,,17718.8025,-2,32.861092299999996
104,Zr,40,10278.8691,12.7847,28136.2908,67.7115,-8325.0712,11.6026,14626.0878,12.8903,-25727.0,200.0,1239.6896,10.1127,64,1.6,-10,14,0,,5979.9844,24,10.2788691
209,Ra,88,17798.3837,58.5682,4084.9602,7.4503,7143.0886,2.686,-14537.0,103.0,4224.6585,11.6461,-16973.9322,64.7385,121,1.375,6,-5,0,,7941.0114,33,17.7983837
217,Fr,87,12146.1107,9.4274,9006.6958,9.212,8469.2686,4.3198,-4387.6582,12.9458,-5230.9863,7.3137,-7048.1214,10.2112,130,1.4942528735632183,5,4,0,,6727.6772,43,12.1461107
35,P,15,14663.0949,2.1614,30938.3692,7.2312,-12332.0163,2.9123,4155.7224,1.8666,-29149.1615,2.813,-2997.4378,1.8669,20,1.3333333333333333,-5,0,1,,8380.4257,5,14.6630949
59,Ga,31,34493.0,434.0,1029.0,170.0,-4550.0,231.0,,,10619.0,170.0,-34252.0,528.0,28,0.9032258064516129,3,0,1,,18292.0,-3,34.493
140,Nd,60,18382.7006,12.0521,11269.3219,3.2983,-173.6125,3.2763,-8801.301,12.9156,-4588.4762,3.8719,-14827.5361,13.9736,80,1.3333333333333333,10,-2,0,,10311.6347,20,18.3827006
145,Sm,62,17276.9085,2.3675,11227.0391,0.8435,1115.1967,3.2311,-7724.7816,19.7718,-4192.3501,0.8419,-13103.5508,10.813,83,1.3387096774193548,12,1,0,,6757.0992,21,17.2769085
271,Sg,106,11218.0,696.0,,,8748.0,138.0,-3074.0,652.0,,,-7684.0,662.0,165,1.5566037735849056,-20,39,0,,4885.0,59,11.218
83,Se,34,15094.1602,3.1504,23626.7902,3.6658,-8238.2794,37.2843,4650.1002,3.036,-17214.4391,3.7731,-5913.1846,3.1874,49,1.4411764705882353,6,-1,0,,5817.9662,15,15.094160200000001
216,Fr,87,12213.2869,9.3494,8227.7686,5.437,9174.255,3.4256,-5178.7143,10.1264,-3061.3656,7.7221,-7632.2907,8.1377,129,1.4827586206896552,5,3,0,,5418.4334,42,12.2132869
111,Mo,42,9423.165,16.8277,28788.0,500.0,-8345.0,300.0,16845.5119,15.4271,-25009.0,500.0,3023.432,15.3154,69,1.6428571428571428,-8,-13,0,,3475.3171,27,9.423165000000001
111,Nb,41,8413.0,525.0,31058.0,761.0,-9415.0,583.0,20064.0,300.0,,,7504.0,301.0,70,1.7073170731707317,-9,-12,0,,4722.0,29,8.413
159,Dy,66,15885.1872,5.25,12921.2667,1.3051,478.162,1.3138,-4606.1,3.3466,-5766.2218,1.3048,-11051.1419,27.1284,93,1.4090909090909092,16,11,0,,6831.3864,27,15.8851872
181,Os,76,16672.4666,29.7061,8832.6633,29.2303,3726.8471,37.722,-9168.4706,28.7998,-1202.6961,25.3792,-13643.7561,33.3646,105,1.381578947368421,-6,-21,0,,7265.0883,29,16.6724666
141,Cs,55,9918.8988,9.7143,20584.3295,10.0296,-545.9984,12.4431,8452.4925,10.0353,-18160.0995,15.2048,719.236,11.6318,86,1.5636363636363637,5,4,0,,5498.9309,31,9.918898800000001
193,Re,75,12023.8693,40.4468,18290.0,302.0,-697.0,204.0,4304.6635,39.1453,-14420.0,402.0,-2420.6561,39.1911,118,1.5733333333333333,-7,-8,0,,6714.1312,43,12.0238693
