number,value,user_attrs_cv_mae_mean,user_attrs_cv_rmse_std,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
61,0.9102397561073303,0.691309130191803,0.11228744140317325,0.48720409092311023,0.8562018639709025,0.12412553958824164,12,7.35600368184846,2765,0.1955546211173435,0.0033055924196616657,0.7085068344122576
62,0.9383358180522918,0.7254088044166564,0.10360250084474451,0.4553631041329127,0.9013229651388388,0.12853459137362935,5,7.249129756498338,2652,1.4001882524109563,0.005796866175211212,0.6990937515877613
63,0.9191642582416535,0.7055699527263641,0.10708740184788576,0.4565722901013477,0.8048259027560876,0.11783932208882046,12,7.328903672670663,2662,1.2817668803270759,0.031979575968083936,0.7095583587705704
64,0.8733404219150543,0.5850937902927399,0.1227755851338215,0.46576209254221956,0.01755322313188197,0.24701550954754456,12,7.699701047245302,2318,2.1152639588270503,0.04749247120747577,0.786356702045849
65,0.9340014457702637,0.6847508430480957,0.10910819745519991,0.4633808523585724,0.5040703198259356,0.25186404920276,12,7.770786836932065,2831,0.06959994757516731,0.001738396567744072,0.7864967232990139
66,0.9660186231136322,0.7039659798145295,0.12547283780925247,0.5064760572499565,0.46300539145178327,0.2702131033734613,12,7.819918290345303,2801,0.06946515130231956,0.0018816200911420898,0.7849927927557893
67,1.1713837146759034,0.9977702021598815,0.09318956861814785,0.5750015584196664,6.1325429595199035,0.09629063837970425,11,6.868317307284958,2786,0.15101541314773698,0.0019049172157691993,0.6600521501235465
68,0.9516635477542877,0.7056353628635407,0.11868084810253565,0.48754120901283293,0.40890906480353967,0.24997335430566617,11,8.810403004625279,2273,2.4296294235075235,0.005599473700262974,0.7974486526217318
69,1.0298253297805786,0.8432999670505523,0.09404843543572762,0.47228227265638884,1.448577173696218,0.10177217665013788,11,8.907659107824758,2308,2.245985445466581,0.08211050123784049,0.8054556873080063
70,1.0625151336193084,0.8825843930244446,0.08683756268466966,0.4996996723440347,1.6168496446828295,0.1392228947027656,11,8.495707438593412,2598,3.455412153816106,0.058433001696305276,0.8328672499260122
71,1.1290894031524659,0.9553370654582978,0.09348781367962823,0.43415238482565705,1.6033166379278354,0.07400703918850415,6,8.332210150121606,2413,4.018704544927556,0.08480522298333329,0.8929769469826393
72,1.0383827805519104,0.8402894496917724,0.11790854869575854,0.6738335797509667,0.8542197525548701,0.13914791522029907,6,8.555032170761804,2620,4.391217475840229,0.06066894556603125,0.8409476223488745
73,0.9633270680904389,0.734331476688385,0.11704147937659756,0.43029600537401175,0.999085077934325,0.18232635154109664,12,8.14111233883924,2057,0.44073222287122715,0.005439918508588633,0.7297048254032954
74,1.1289431929588318,0.9479998707771301,0.10502502646964995,0.6849946888611278,1.0362421447219257,0.1838935825447547,12,7.089084615555271,2112,7.305054306551753,0.005507145249473434,0.7570794265520545
75,0.9226321339607239,0.6227884292602539,0.14316732374168545,0.74392679114698,0.025296045042225417,0.1827409464265107,12,7.095585065383257,2108,0.4442760248813429,0.004997932533751046,0.6720630959397526
76,1.0069250643253327,0.7985612750053406,0.11684926443359266,0.6087907331015826,0.027884661430966413,0.18294150798911102,12,7.079734661364483,2213,7.475845631085048,0.008777863415916434,0.757741736746576
77,0.9157574594020843,0.6448714554309845,0.15711152751791574,0.6075320070326224,0.027987201206110916,0.11116625418586978,12,9.165015686733032,2216,1.6605695816619273,0.02286545910464233,0.6311968824018833
78,0.9067639827728271,0.669322156906128,0.13591795469373247,0.40102539820239813,0.3335815507250272,0.1150414708079212,12,9.316512632748621,2183,1.6177458760144827,0.023182300717618193,0.7145932240287338
79,1.0466806650161744,0.8336536705493927,0.13709510930847713,0.7840447234630746,2.1739751190838192,0.2990416990980919,12,7.739237529599324,2441,1.8395970028947404,0.020166238444748096,0.6787478084178453
80,0.9658969402313232,0.6976681292057038,0.129284551782615,0.5568197362849145,0.35111679937077256,0.23213512983087267,12,6.173840189691317,1764,0.04210412111924477,0.013388737646033794,0.711721092191783
81,1.0680453300476074,0.8968890190124512,0.0944485258132623,0.40202433812087174,2.2128421200520556,0.06403200919179894,11,9.457644991536824,1772,1.0252761045424905,0.01432741226005317,0.7197645839873169
82,1.0971021771430969,0.9201453447341919,0.10150610054688307,0.5511280245732393,0.6392653939017005,0.06040691868473485,11,9.467476673434915,2572,1.0543495102669618,0.015782238537743527,0.96464035840923
83,0.9514708697795868,0.7349617183208466,0.13901650395658227,0.44172425273078525,0.6372234229087045,0.0640845659900311,11,9.353284547373356,2296,0.692456323827711,0.026475837923544823,0.6552340839073464
84,0.9827603042125702,0.7531793594360352,0.11004875812470519,0.9776030941765895,0.6317175783152451,0.12550244099254182,12,6.742987150997012,1946,0.6991821417364902,0.042778735731578484,0.6528280749114866
85,0.902745532989502,0.6518379807472229,0.12097390332619508,0.4805558382838286,0.3558852882649696,0.12451478613723298,12,6.6707188188927065,2318,0.6630426285359204,0.02543499949585623,0.658873357917332
86,0.9420231342315674,0.736142235994339,0.121215772549008,0.4784382881866341,0.44381404703476013,0.07893287026590684,12,7.935259031759521,2320,2.854573239347972,0.02768288606194053,0.6272734663648786
87,0.986576521396637,0.7372349798679352,0.15329817496631148,0.9216360273661316,0.4049419157765097,0.08314430451729951,12,9.913139603880724,2737,0.22729233412719843,0.0028536441868588507,0.6289812565516683
88,0.9375727713108063,0.7272065818309784,0.12308118527110234,0.4842396163105581,0.3226120454693765,0.08281374437446078,12,8.033329845180184,2162,3.0085107373018927,0.011655305906920557,0.6093175828494646
89,0.9359265744686127,0.6719306707382202,0.14138511219878397,0.5182534828351749,0.220422238093475,0.1557672640647358,12,9.782520476955767,2718,1.3263827410538729,0.046572058267742585,0.7715803020057457
90,1.221039366722107,1.0468577146530151,0.08128015882691217,0.5191601526083921,7.948324019732523,0.10638016005216273,11,9.940247131998298,2418,1.3275387688213887,0.0071771600517969,0.7734668217879745
91,1.2165095448493957,1.0388125240802766,0.07894776146445351,0.526013034213045,7.672431596467517,0.10844215583834231,11,7.621174631068297,2424,0.8916397218044365,0.04702274980472137,0.7341122471388994
92,1.2250401616096496,1.0447929084300995,0.08204362883189067,0.6528951021440667,7.9916846502621315,0.10544658416028202,11,6.220805048110739,2397,0.5284978794313863,0.007101993507111898,0.7393084112321054
93,0.9333273887634277,0.7208447515964508,0.10007140610162829,0.416764908729248,0.9883794140149523,0.14298247820995355,12,7.516677375012515,2083,0.14397877889428146,0.003640527486558997,0.7007662506953516
94,0.9801381886005401,0.773877865076065,0.09288907364958925,0.6369922478115734,0.9613220950653072,0.14416519631185276,12,6.74756590995724,2024,2.1215945585970473,0.003960710657654642,0.7033812489274809
95,0.9621431231498718,0.7613058984279633,0.09716290190209402,0.49564412474748376,0.9996897093533541,0.144787129351666,12,7.296301228110688,2030,2.027346081487091,0.004109690667514565,0.702264530466326
96,0.8781569540500641,0.6381952166557312,0.11334458620608151,0.44530967816295086,0.18322024679653542,0.12278868678089887,12,6.650561892074543,2235,2.0069340378288096,2.2208967021721016,0.6827390454381416
97,0.913245689868927,0.6748192846775055,0.1288031220171348,0.4995425446988732,0.7399825270052982,0.20617475394404247,12,7.280739960596823,2171,0.33439929429016113,0.01919308182325702,0.6671360306296783
98,0.8749869167804718,0.5909181475639343,0.1238268490019336,0.4382959835347911,0.21820121141829382,0.21745319757671258,5,6.607455860586206,1917,0.33529217159592384,0.11981254290740621,0.6674289952399686
99,0.9218399167060852,0.6724421381950378,0.10856849273037279,0.4458275277163268,0.7476151409941745,0.22434399358229642,5,6.593281845312665,1860,0.3642247548934048,0.018602761947571735,0.6593780107915685
100,0.9487954497337341,0.737762701511383,0.11672037056190493,0.46158158031682445,0.2755355931629239,0.12096542633715593,5,6.680711684598304,2347,3.7008031832209785,0.12786163562012223,0.6791188637108464
101,1.0457616329193116,0.8690737724304199,0.10587778949559158,0.4497142717645257,1.4170411743204019,0.05158410970419022,4,6.183417405646698,1892,1.5575156055108907,0.24595864231615208,0.6828045249731757
102,1.0424676895141602,0.8762349784374237,0.08905912597747136,0.4667963507483112,1.4952893479926364,0.046181582094010104,4,5.077436828516943,1909,1.6333013229930733,0.6329150102926847,0.6792120569625375
103,0.9883560001850128,0.7962337732315063,0.10938430508980387,0.4044003962489962,1.4282926915897969,0.16630519637287952,4,6.979281816246415,1933,1.5622947558101028,0.0015843301595789682,0.6840238386959138
104,0.8617785453796387,0.5909701824188233,0.14662090824741963,0.4221805528110792,0.25351052879465275,0.16210182600438866,5,6.833411411283481,2231,0.18801516956571565,0.0014664735047177698,0.7481901262919675
105,0.8709264695644379,0.6202093303203583,0.12173429847428696,0.4274222586485243,0.25339281468908137,0.09613988450482121,5,7.74547541144528,2544,0.5819879803806005,0.06656431466996215,0.7486341885260933
106,0.9207557559013366,0.6978931248188018,0.11658931027783202,0.4218117635719281,0.2310335528431391,0.0979335252324285,5,7.7213744386011625,2217,2.5941954041870745,0.0023290490502715765,0.6661551610119244
107,0.9327914178371429,0.7319733321666717,0.10941095555893193,0.4261080500433616,0.5250958709754663,0.09301392486825924,5,6.333852303716553,2173,2.5353736649698213,0.011242356400584822,0.7502351700882476
108,0.850517624616623,0.6040759146213531,0.12603831162634227,0.42292072575335676,0.2008886180170148,0.09442220303054226,5,5.6192491084762715,2224,0.618027387607501,0.05825375736868518,0.7432293524227701
109,0.9818813383579255,0.7964201152324677,0.09862504607724362,0.4294601199183586,0.5424078117329197,0.02511256710909712,5,5.753675445055864,2238,0.8930539578932241,0.07131945969060317,0.7522184028162007
110,1.0084673285484314,0.8232204437255859,0.09905585772387082,0.4397986824016965,0.22519745860178011,0.020845973352819777,5,5.622183999538495,2289,0.9126590399824053,0.06450997873104719,0.7195236952864226
111,0.8878385066986084,0.6368296861648559,0.12586851209991864,0.43726823562571754,0.19025742739603232,0.07139265764445753,6,6.924295141010534,2253,0.4616234502885573,0.06521884150821024,0.7500467618118284
112,0.8832298278808594,0.6144960641860961,0.1300466481587816,0.44512029195146824,0.20080180625250849,0.2512770143737891,6,6.910135375564666,2304,0.4726225136122294,0.05718402607093628,0.8571290524136124
113,0.8921482801437378,0.6550540089607239,0.12253284510197715,0.40805889135172674,0.2567376374792239,0.07252978017921657,6,6.837467372884923,1986,0.6444982324846115,0.04017907064165944,0.7189068504014895
114,0.8872524678707123,0.6414151310920715,0.13056478437996344,0.415958115004369,0.1917170620065448,0.07233672568118342,6,6.867965294593051,1988,0.5978859767008031,0.0010025386765009881,0.8107811401294357
115,0.8413888871669769,0.5893043220043183,0.11385804518124233,0.4494880024260391,0.115329391310197,0.25077875985546483,6,5.263951477180852,2001,0.45377922122182435,0.11725160605797069,0.8467177345532355
116,0.8739708244800568,0.6328878700733185,0.13061069560323044,0.41544775886839896,0.16835588524665152,0.07189707235225586,6,6.906531830155209,2252,0.49628228097503385,0.10817718456200327,0.8711184393281709
117,0.978837537765503,0.7773779392242431,0.09434154329097681,0.41322872144637174,1.1841518935124205,0.2679119851995592,6,5.244776135703297,1687,0.4251999779891687,0.0993967724414547,0.8682252689373675
118,0.9615702986717224,0.748177969455719,0.09804219715462485,0.41056070118149574,1.1407559239503924,0.25809856958544986,6,4.696035962222563,1986,0.46527978227124855,0.10627682523915245,0.8519913590287268
119,0.8803154826164246,0.657946640253067,0.10608782339364387,0.45104461654172784,0.24864151025490738,0.07023693163890836,7,4.8525062586436665,1978,0.5657322431457408,0.16874799327873946,0.851055380007441
120,1.1590630054473876,0.9769696295261383,0.08593154640972511,0.43688456530835346,4.644935915037849,0.24244410951502277,7,5.994931046559654,1819,0.5778390113786537,0.167470690695096,0.8664737276235976
121,1.134234082698822,0.9738260686397553,0.07896902661950281,0.4497307401089709,4.618703416731893,0.07199596788980868,7,5.9276924684065735,2248,0.5794904924794587,0.17959671254454185,0.8711615554746627
122,0.9436384975910187,0.7371536016464233,0.10914000490949007,0.45222384119778314,0.6824929899509812,0.054817316465954065,6,6.948164959009122,2245,0.5532578657878217,0.22603120850277184,0.8201702796237526
123,0.9178087770938873,0.719886839389801,0.09771070355088392,0.45032451858412265,0.6632985297635858,0.06825547444800457,6,5.319704832883827,1981,0.5542487186710524,0.227567838521,0.8130617104582455
124,0.967103099822998,0.7823635816574097,0.08646808946709467,0.42349780884301297,0.6503668340665496,0.055248777669606515,6,4.103325087008967,1977,0.374415892286832,0.08636718068322859,0.9033488026288855
125,0.9336005210876465,0.7375652015209198,0.09462929933515667,0.41493084311870376,0.5054967177333404,0.06732196203453347,6,4.148240923393766,1991,0.37278178830482656,0.09040056233181878,0.9069829218141665
126,1.4615259766578674,1.159656810760498,0.10158320764272485,0.4236645548791842,0.2732000171547336,0.0015536788254981357,6,4.616422025545245,1621,0.36135577855835693,0.1213505062042243,0.9055125295510963
127,0.8926425755023957,0.6645376563072205,0.09925777223400828,0.4332931226053093,0.4783206408843363,0.20949962188297966,6,6.512865778594565,1831,0.18452435677453635,0.13454942849553567,0.8563148051615649
128,0.8783325254917145,0.6197792112827301,0.1122585895102571,0.4343294945054658,0.17356925105586388,0.20950793277654944,6,4.601064280776207,1820,0.17955798394995787,0.10924561652471572,0.8454085452789453
129,0.8829602599143982,0.6257172167301178,0.09283835496462453,0.40011114159674327,0.25816316825397456,0.2870469387280601,6,4.89393233931816,2065,0.2612131737778323,0.11203246046425801,0.8793275459505303
130,0.9196353018283844,0.6538854718208313,0.11115884002471987,0.4646671407739835,0.1600190071491807,0.23028906829734402,7,4.478735997570224,1617,0.13420484070726382,0.12093396693705705,0.8820368629165346
131,0.9952512264251709,0.7941626906394958,0.08107169785265742,0.45992583111536434,0.8764000555405813,0.21805227829285218,7,4.560580930618293,1617,0.28294151839746295,0.28111878357982584,0.922882340032311
132,0.9079186081886291,0.6804087340831757,0.10356035513952624,0.4641194083354495,0.7642583153813609,0.2255692142651762,7,4.441316206275523,2036,0.2668725607627874,0.3313124529149626,0.8386003803076075
133,0.8336497128009797,0.5679500043392182,0.13134065618720314,0.43991990803318654,0.14431747222143124,0.232203543633335,5,4.9034379730947295,2058,0.09206057248459765,0.07304547398953305,0.8406631106593202
134,0.8730043113231659,0.5996049582958222,0.11562797320709432,0.4406193223961464,0.20930891704705734,0.2895966222043336,5,3.6976956345064016,2048,0.09088927079561798,0.07192982307955145,0.8504757295568679
135,0.8160909116268158,0.5137885719537735,0.13858524469642453,0.43952812390443413,0.023002334936577967,0.27319411228122825,5,3.6482665900694444,2127,0.0836381540195798,0.07149823737694769,0.8485722394564047
136,0.8775142967700958,0.621880954504013,0.09782135727883412,0.44479906888631976,0.42165460361531976,0.29832237570852865,5,3.613874440317563,2055,0.21930502042373304,0.05314315144266496,0.8512590012945598
137,0.7952251434326172,0.5051523119211196,0.11053105211388546,0.4007247763317572,0.011759799053271656,0.2878975727894566,5,3.49644281526878,2122,0.08940863291119548,0.054413075898220455,0.8504955335528188
138,0.8156122624874115,0.4994477927684784,0.135783570994059,0.4018711415030945,0.009428352711419102,0.2922555347838781,5,3.890543825503829,2141,0.03070474279577427,0.07530578903882178,0.8426406220147635
139,0.7962943911552429,0.4849435418844223,0.12571040946284334,0.4757526157122196,0.003763362999542774,0.2971324374849609,5,3.5512519345813436,2124,0.09365535578035396,0.05291154377660698,0.8311232736400244
140,0.8843581914901734,0.6402028441429138,0.09914139736412202,0.47517486245899565,0.5672612829516137,0.2763026242605165,5,3.050581378741758,2114,0.09255510770432376,0.07273018452444087,0.8285850145883673
141,0.8021422386169433,0.4824420154094696,0.12618979878793354,0.47808506532993217,0.002098652904390569,0.2867000024973076,5,3.452700513986359,2144,0.038407803957631104,0.07671903952493225,0.830075684661861
142,0.8442838549613952,0.6036488056182862,0.10986244864175729,0.4245972164687885,0.42263283664971707,0.2834547848272212,5,3.5078655925403988,2145,0.04430013724394106,0.05564543730662616,0.7959329765871916
